movie_id,site_id,site_name,title,actress,description,release_date,sample_url,aff_link,original_id,sample_movie_url_2,provider_name
224817,2468,"カリビアンコム","精子を欲する女","日向千尋","しゃぶるのもごっくんするのも中出しされるのだって大好きな精子狂いの女、日向千尋は口でもマンコでも一滴残らず精子を搾り取る！チンポを追い求めひたすら貪る姿はただただエロく、絡みつく舌は性器そのもの。男の唾液を欲しがり体液すべてが交わり合い、だらだらと全身を濡らす。キスだけで濡れるマ○コ。貪りつくように男の全身を舐め愛撫。何度イっても濃密性交を求め続け、溢れ出るほど精子を欲し、ぐっちょり絡み合う。ひたすら下品な接吻と生中出しセックス。あまりの気持ちよさに膣内で大量発射してしまった白濁精子を掬い取りお口に運ぶと嬉しそうにお掃除フェラで一滴も残らず綺麗に舐めまわしてくれました。",2026/09/01,http://www.caribbeancom.com/moviepages/090126-001/index.html,https://clear-tv.com/Direct/2240-6-162667/moviepages/090126-001/index.html,38325,http://smovie.caribbeancom.com/sample/movies/090126-001/sample_m.mp4,,,
226257,2543,"金髪天國","チンチン大好き I LOVE COCK","カーラ","カーリー金髪ヘアーが良く似合うカーラちゃん。笑顔がとっても可愛らしい女の子だ！スタイルの方もスレンダーで、程よい大きなのおっぱいに、お尻の方はプリンプリン〜！ん〜最高のバランスでございます！今日はおちんちんが欲しくてやってきてくれたんだから、特別なちんこを用意しておりますよ〜！そう、今日のチンコは太めのデカチン〜！早速登場したチンポ君は、カーラちゃんのお股を開いておまんこペロペロ〜！あそこペロペロしちゃったらもう女子の体は止まらない〜！デカいチンコを小さなお口でフガフガよだれいっぱいにしゃぶりこんだ彼女は、もう入れたくてしょうがなくなっちゃった！大好きなミッショナリー、正常位でデカチンを濡れ濡れまんこで吸い込んじゃう〜！どうですか？カーラちゃん？デカチンの気持ち良さは？大きさは関係ないというけど、本当は関係があるのかもしれないですね〜！一度入ったデカチンは気持ち良すぎで癖になっちゃうみたいです〜！でも、僕たちのチンポも忘れないでね〜♡",2026/09/01,http://www.kin8tengoku.com/moviepages/4242/index.html,https://clear-tv.com/Direct/2240-356-162667/moviepages/4242/index.html,158144,,,,
226046,2544,"女体のしんぴ","自画撮りレズビアン〜まきちゃんとみつかちゃん〜ディレクターズカット版2","まき みつか","まきちゃんとみつかちゃんの自画撮りレズプレーのディレクターズカット版。本編ではお見せできなかったカットや別角度のカメラを追加して再編集。まきちゃんをＭ字大開脚させこかんをサワサワ。最近2人がはまってるのかフェザータッチでパンツの上から撫で回す。股間に顔を埋めまきちゃんのおまんこを縦スラで舐め回すみつかちゃん。手も一緒に愛撫するがやはりフェザータッチ。そして更にまきちゃんを四つん這いにさせ後ろからおまんこをペロペロ。「はいじゃぁ今度は私がやってあげるね」とまきちゃんが起き上がると、自らまんぐり膝抱えポーズで待ち構えるみつかちゃん。綺麗に処理されたまんこをペロペロ。フェザータッチ＆舐めレズ",2026/09/01,http://www.nyoshin.com/moviepages/n3356/index.html,https://clear-tv.com/Direct/2240-361-162667/moviepages/n3356/index.html,157924,,,,
225437,2469,"パコパコママ","人妻なでしこ調教 ~性欲を持て余した若女将~","青木かすみ","着物を装った和装若妻を調教！しかも、旦那とは夜の方はしてないらしいので、普段味わえない快楽を求め、着物の下は教えたばかりの亀甲縛リをバッチリして来て、調教される気満々！乳首舐め、ローター、電マ責め、そして自慰行為をさせると、上品な感じが一気に崩れ去り、止まらない連続アクメ！そして、グチョ濡れになったおマンコに極太チンポを生でズブっとぶっ込まれると更に連続でイキまくって品格崩壊！チンポに飢えた、性欲を持て余したセックスレスの人妻のドスケベな恥態をご覧あれ！",2026/09/01,http://www.pacopacomama.com/moviepages/090126_100/index.html,https://clear-tv.com/Direct/2240-320-162667/moviepages/090126_100/index.html,35434,http://smovie.pacopacomama.com/sample/movies/090126_100/sample_m.mp4,,,
225152,2470,"一本道","騎乗位タイムトライアル！ 小島あゆ","小島あゆ","元気ハツラツ、愛くるしい笑顔からは想像もつかないエッチで性欲の強い女。小島あゆさんが「騎乗位タイムトライアル！」に挑戦！スタッフからルールの説明をされるも常に元気！テンションMAX。エロ可愛いんです。普段はエロさよりも明るさが目立つ小島あゆさんですが、チンポを目の前にすると淫乱女に豹変するんです。今回は、以前と比べるとハードルが上がっており、何といきなり騎乗位でハメて五分以内に射精させる！性交前の前戯は一切なしと言うルール。そんな不利な状況でスタートする騎乗位タイムトライアル。果たしてあゆさんは五分以内に男をイカす事ができるのか！それとも勝負に負けて罰ゲームを受けるのか？あゆさんの乱れっぷりにご注目を！",2026/09/01,http://www.1pondo.tv/moviepages/090126_001/index.html,https://clear-tv.com/Direct/2240-18-162667/moviepages/090126_001/index.html,35387,http://smovie.1pondo.tv/sample/movies/090126_001/sample_m.mp4,,,
225640,2477,"カリビアンコムプレミアム","理科系の女の子が膣の中を研究したいとAV面接に来たので、車中露出をしてみました","鈴原愛子","普段は、製薬会社に勤めていて、理科系の研究室にいるという言わばリケジョの愛子ちゃん。なんと膣の中を研究することで、お手合わせをAV男優になってほしいとのことで、AV面接にやってきました。白衣と目鏡がよく似合う、真面目そうな女の子です。手マンをしたり、生挿入されたりして、なにか研究内容に反映できそうなことがあると、止めてメモを取る真面目ぶり。車の中でのセックスでもなにかヒントがあったのでしょうか？最後は、膣の中に、ザーメンをたっぷり入れてあげました。結構目鏡を取ると可愛いね。",2026/09/01,http://www.caribbeancompr.com/moviepages/090126_001/index.html,https://clear-tv.com/Direct/2240-290-162667/moviepages/090126_001/index.html,38381,,,,
224016,2471,"天然むすめ","人気キャバ嬢の極上アフターサービス2","相沢桃華","博多弁が実にそそるTOPキャストの相沢桃華ちゃんをアフターお持ち帰り！こんな遊び方してるのは日本だけですよ！通いに通ってついに実を結んだ夜の推し活！自宅のプライベート空間で隣についてもらったらなんだか距離を空けて座られたぞ！もう誰も見てないんだからコッチ来んしゃい！博多弁がうつっとーと！桃華ちゃんの博多弁を聞いてるだけで心も身体もゾクゾクしてくるとよ！乳首つんつん！早よドレスば脱いで、ベッドで夜ん博多弁ば聞かしぇちゃり！",2026/09/01,http://www.10musume.com/moviepages/090126_01/index.html,https://clear-tv.com/Direct/2240-292-162667/moviepages/090126_01/index.html,35218,http://smovie.10musume.com/sample/movies/090126_01/sample_m.mp4,,,
225255,2665,HEYZO,"チン入部員募集中！〜美女コレクションVol.136〜","紗霧ひなた","他サイトのヌける良作品をHEYZOでお届け！「美女コレクション」の第136弾に登場してくれたのは、触り心地のよさそうなマシュマロボディの持ち主・紗霧ひなたちゃん！「ソープ部」なるものを立ち上げちゃったとんでもなくエロいひなたちゃん、まずは体験入学希望者にそのエロボディを駆使してサービス！ご自慢の美巨乳でしっかりもてなしてあげました！ローションプレイで気分も股間も盛り上がった体験入学者に最後はしっかりと中だしまでさせてくれちゃいます！うんうん、この調子なら順調に部員は増えるはずですが、あれ、なんか、先生がなにやらいちゃもんつけてきた模様。こうなったら先生をイかせて部の顧問になってもらうしかない！っということで、またまたそのエロふわボディを駆使して先生をエッチに説得するひなたちゃんでした！",2026/09/01,http://www.heyzo.com/moviepages/3929/index.html,https://clear-tv.com/Direct/2240-450-162667/moviepages/3929/index.html,3941,,,,
226244,2486,"Hey動画","ロリー・デイムスが、オイルで濡れたヴィクター・レイの竿を握りしめながら、彼の金玉をしゃぶる！","ロリー・デイムス - ヴィクター・レイ","Lolly Dames oils Victor Ray's slim tattooed body then suckles his toes and licks his trimmed uncut cock on white sheets. The tattooed female showers after with the skinny male once her ball worship!",2026/08/31,http://www.heydouga.com/moviepages/4418/031/index.html,https://clear-tv.com/Direct/2240-352-162667/moviepages/4418/031/index.html,158050,,"See Him Fuck",,
224816,2468,"カリビアンコム","ハーフ美巨乳女優に勃起チンポを見せつけてみた","細田さなえ","ロシアハーフの目鼻立ちのはっきりした美巨乳女優、細田さなえにフル勃起したおチンポを至近距離でじっくり見せつけてみた。驚きつつも目はチンポに釘付けのドスケベ美女。おしとやかな見た目とは裏腹に高速手コキで糸引く卑猥な肉棒の脈動と熱気に晒され、パンティにじゅわっと染みが…。滑らか足先でこねくり、むんむんFカップデカパイパイズリでギンギンになった肉棒を見ただけで興奮しちゃってオマンコびっしょりになっちゃってるさなえさんは口では抗うもののマンコがグチュグチュに…。いざ生膣に巨根をブチ込まれるとすぐさまアへイキ！我を忘れ痙攣狂乱イキ！ブルルン揺れ弾む神より授かりし最上のおっぱい！精子をぜ〜んぶ搾り取り大満足のさなえさんでした。",2026/08/31,http://www.caribbeancom.com/moviepages/083126-001/index.html,https://clear-tv.com/Direct/2240-6-162667/moviepages/083126-001/index.html,38324,http://smovie.caribbeancom.com/sample/movies/083126-001/sample_m.mp4,,,
